Тип изделия,Номер ТУ,"tпер.макс, °С","tсниж, °С",Примечание,СВЧ Диапазон,Группа изделия,Подгруппа изделия
3А138А-3 – В-3,аА0.339.655ТУ,200,25,,Приборы полупроводниковые СВЧ диапазона,Диоды СВЧ,Смесительные
"3А140А-3, Б-3",аА0.339.732ТУ,150,35,,Приборы полупроводниковые СВЧ диапазона,Диоды СВЧ,Смесительные
3А141А,аА0.339.775ТУ,125,–,- 60°С ≤ t ≤+125°С,Приборы полупроводниковые СВЧ диапазона,Диоды СВЧ,Смесительные
Рмак,,Рмакс,постоянная,,Приборы полупроводниковые СВЧ диапазона,Диоды СВЧ,Смесительные
3А142А-5,АЕЯР.432131.012ТУ,85,–,,Приборы полупроводниковые СВЧ диапазона,Диоды СВЧ,Смесительные
3А143АС-3 – ВС-3,АЕЯР.432131.037ТУ,125,–,,Приборы полупроводниковые СВЧ диапазона,Диоды СВЧ,Смесительные
3А147А-3 – В-3,АЕЯР.432130.086ТУ,125,–,- 60°С ≤ t ≤+125°С,Приборы полупроводниковые СВЧ диапазона,Диоды СВЧ,Смесительные
Рмак,,Рмакс,постоянная,,Приборы полупроводниковые СВЧ диапазона,Диоды СВЧ,Смесительные
"3А149А-3, Б-3",АЕЯР.432130.141ТУ,–,–,,Приборы полупроводниковые СВЧ диапазона,Диоды СВЧ,Смесительные
"3АС122А-4, Б-4",аА0.339.169ТУ,85,–,- 60°С ≤ t ≤+85°С,Приборы полупроводниковые СВЧ диапазона,Диоды СВЧ,Смесительные
Рмак,,Рмакс,постоянная,,Приборы полупроводниковые СВЧ диапазона,Диоды СВЧ,Смесительные
"3АС127А-4, Б-4",аА0.339.273ТУ,125,85,,Приборы полупроводниковые СВЧ диапазона,Диоды СВЧ,Смесительные
Д605,ТТ3.360.034ТУ,100,–,- 60°С ≤ t ≤+100°С,Приборы полупроводниковые СВЧ диапазона,Диоды СВЧ,Детекторные
Рмак,,Рмакс,постоянная,,Приборы полупроводниковые СВЧ диапазона,Диоды СВЧ,Детекторные
"Д607, Д607А",ТТ3.360.028ТУ,125,–,- 60°С ≤ t ≤+125°С,Приборы полупроводниковые СВЧ диапазона,Диоды СВЧ,Детекторные
Рмак,,Рмакс,постоянная,,Приборы полупроводниковые СВЧ диапазона,Диоды СВЧ,Детекторные
"Д608, Д608А",ТТ3.360.031ТУ,125,–,- 60°С ≤ t ≤+125°С,Приборы полупроводниковые СВЧ диапазона,Диоды СВЧ,Детекторные
Рмак,,Рмакс,постоянная,,Приборы полупроводниковые СВЧ диапазона,Диоды СВЧ,Детекторные
2А201А,ТР3.360.058ТУ1,125,–,- 60°С ≤ t ≤+125°С,Приборы полупроводниковые СВЧ диапазона,Диоды СВЧ,Детекторные
Рмак,,Рмакс,постоянная,,Приборы полупроводниковые СВЧ диапазона,Диоды СВЧ,Детекторные
2А202А,ТР3.360.075ТУ1,125,–,- 60°С ≤ t ≤+125°С,Приборы полупроводниковые СВЧ диапазона,Диоды СВЧ,Детекторные
Рмак,,Рмакс,постоянная,,Приборы полупроводниковые СВЧ диапазона,Диоды СВЧ,Детекторные
"2А203А, Б",ТР3.360.093ТУ,130,85,,Приборы полупроводниковые СВЧ диапазона,Диоды СВЧ,Детекторные
2А203В,ТР3.360.093ТУ/Д2,130,85,,Приборы полупроводниковые СВЧ диапазона,Диоды СВЧ,Детекторные
2А207А-6,аА0.339.506ТУ,125,60,,Приборы полупроводниковые СВЧ диапазона,Диоды СВЧ,Детекторные
3А206А-6,аА0.339.038ТУ,125,85,,Приборы полупроводниковые СВЧ диапазона,Диоды СВЧ,Детекторные
3А206А-6Н,"аА0.339.038ТУ, РМ 11091.926",125,85,,Приборы полупроводниковые СВЧ диапазона,Диоды СВЧ,Детекторные
3А208А,аА0.339.506ТУ,125,85,,Приборы полупроводниковые СВЧ диапазона,Диоды СВЧ,Детекторные
3А410А – Е,аА0.339.011ТУ,85,–,- 60°С ≤ t ≤+85°С,Приборы полупроводниковые СВЧ диапазона,Диоды СВЧ,Параметрические
Рмак,,Рмакс,постоянная,,Приборы полупроводниковые СВЧ диапазона,Диоды СВЧ,Параметрические
3А411А – Д,аА0.339.194ТУ,85,–,- 60°С ≤ t ≤+85°С,Приборы полупроводниковые СВЧ диапазона,Диоды СВЧ,Параметрические
Рмак,,Рмакс,постоянная,,Приборы полупроводниковые СВЧ диапазона,Диоды СВЧ,Параметрические
3А412А-5 – Е-5,аА0.339.230ТУ,85,–,- 60°С ≤ t ≤+85°С,Приборы полупроводниковые СВЧ диапазона,Диоды СВЧ,Параметрические
Рмак,,Рмакс,постоянная,,Приборы полупроводниковые СВЧ диапазона,Диоды СВЧ,Параметрические
3А413А – Г,аА0.339.290ТУ,85,–,- 60°С ≤ t ≤+85°С Рмакс постоянная,Приборы полупроводниковые СВЧ диапазона,Диоды СВЧ,Параметрические
3А414А – Г,аА0.339.668ТУ,85,–,- 60°С ≤ t ≤+85°С Рмакс постоянная,Приборы полупроводниковые СВЧ диапазона,Диоды СВЧ,Параметрические
3А416А-3 – В-3,АЕЯР.432130.131ТУ,–,–,,Приборы полупроводниковые СВЧ диапазона,Диоды СВЧ,Параметрические
"2А503А, Б",ТР3.360.059ТУ,125,–,pin,Приборы полупроводниковые СВЧ диапазона,Диоды СВЧ,Переключательные и ограничительные
